Assignee,Closed,Opened,Opener,Spendtime,Summary,Type
,2015/01/24 12:00:35,2014/09/07 16:54:06,shethsh,68789,Introduce ValueIncrementableHashMapAccumulator to compute Histogram and other statistical metrics,Improvement
aash,2014/09/12 00:29:25,2014/09/07 06:34:03,aash,64522,"Don't include the empty string """" as a defaultAclUser",Bug
sandyr,2014/12/19 06:41:29,2014/09/07 05:34:26,aash,4023,TaskMetrics for running tasks is missing GC time metrics,Improvement
ankurd,2014/09/12 21:08:55,2014/09/07 01:33:36,ankurd,70519,Avoid active vertex tracking in static PageRank,Improvement
joshrosen,2014/10/22 22:12:29,2014/09/06 18:09:48,andrewor14,14561,Sort-based shuffle compression behavior is inconsistent,Bug
farrellee,2014/09/15 17:59:11,2014/09/06 13:35:52,farrellee,15799,"OpenJDK - when run with jvm 1.8, should not set MaxPermSize",Improvement
derrickburns,2015/03/12 19:41:38,2014/09/06 02:17:35,derrickburns,62643,KMeans Plus Plus is too slow,Improvement
willbenton,2014/09/09 02:05:56,2014/09/05 22:59:44,willbenton,11172,Implement BETWEEN support for regular SQL parser,Improvement
sandyr,2014/09/25 07:34:00,2014/09/05 20:45:05,sandyr,38935,JavaAPISuite.getHadoopInputSplits isn't used anywhere,Bug
lian cheng,2014/10/10 07:34:17,2014/09/05 19:04:05,lian cheng,45012,StructField.toString should quote the name field to allow arbitrary character as struct field name,Bug
davies,2014/10/08 16:58:31,2014/09/05 18:43:33,davies,80098,Using Sphinx to generate API docs for PySpark,Improvement
brkyvz,2014/09/19 05:19:13,2014/09/05 17:17:52,brkyvz,43281,[MLlib] Additional BLAS and Local Sparse Matrix support,New Feature
,2014/09/08 22:46:54,2014/09/05 15:25:41,mrocklin,26473,Use of old-style classes in pyspark,Bug
,2014/09/18 03:34:59,2014/09/05 15:22:52,yuu.ishikawa@gmail.com,43927,Add matrix operations for large data set,New Feature
,2014/09/08 01:54:51,2014/09/05 13:10:59,wardviaene,45832,Using sys.stderr in pyspark results in error,Bug
marmbrus,2014/09/20 23:41:30,2014/09/05 09:13:23,lian cheng,52087,Case insensitivity breaks when unresolved relation contains attributes with uppercase letters in their names,Bug
chenghao,2014/10/13 07:47:11,2014/09/05 07:53:15,chenghao,86036,Add Missing Types for Row API,Bug
WangTaoTheTonic,2014/09/10 20:08:22,2014/09/05 05:44:57,WangTaoTheTonic,51805,Improve load-balancing of concurrently-submitted drivers across workers,Improvement
sarutak,2014/09/15 13:54:24,2014/09/05 05:29:22,sarutak,30302,The priority of shutdownhook for ApplicationMaster should not be integer literal,Improvement
rxin,2014/09/09 22:17:25,2014/09/05 02:22:07,rxin,71718,Avoid pulling in Exchange operator itself in Exchange's closures,Improvement
rxin,2014/09/08 01:43:08,2014/09/05 02:18:33,rxin,84275,Limit operator doesn't work with sort based shuffle,Bug
adrian-wang,2014/10/13 20:33:27,2014/09/05 01:56:19,chenghao,67028,Add Date type support,Improvement
,2014/09/06 21:50:16,2014/09/05 00:27:08,holdenk,76988,Python persist API does not have a default storage level,Bug
,2014/12/18 21:46:47,2014/09/04 21:23:41,dreid93,1386,EC2 cluster creation on VPC,New Feature
,2014/09/09 21:15:01,2014/09/04 16:50:14,srowen,15887,"SparkSubmitSuite fails with ""spark-submit exits with code 1""",Bug
,2015/02/23 22:21:10,2014/09/04 15:41:00,avulanov,24010,NaiveBayes crashes with blas/lapack native libraries for breeze (netlib-java),Bug
,2015/02/28 19:12:06,2014/09/04 09:52:33,naagachowdary,33573,Library for Natural Language Processing over Spark.,New Feature
,2014/09/06 23:12:44,2014/09/04 06:48:02,sarutak,59082,Wrong usage of tee command in python/run-tests,Bug
ankurd,2014/09/22 01:28:42,2014/09/04 06:43:43,ankurd,67499,GraphX unit tests fail nondeterministically,Bug
,2014/09/05 18:07:10,2014/09/04 06:33:15,sarutak,41635,Test for PySpark should ignore HADOOP_CONF_DIR and YARN_CONF_DIR,Bug
nchammas,2015/02/22 21:36:57,2014/09/04 04:55:17,nchammas,60100,Have spark-ec2 intelligently wait for specific cluster states,Improvement
,2014/09/06 22:05:05,2014/09/04 04:07:42,gq,64643,Bump pom.xml version number of master branch to 1.2.0-SNAPSHOT,Improvement
BigCrunsh,2014/11/24 20:26:32,2014/09/04 04:03:57,mengxr,58955,Change LogistricRegressionWithSGD's default regType to L2,Improvement
ekhliang,2015/01/22 07:06:13,2014/09/04 02:03:20,ekhliang,18173,[SQL] DSL uses incorrect attribute ids after a distinct(),Bug
ekhliang,2014/09/09 02:30:47,2014/09/04 01:54:41,ekhliang,2166,TakeOrdered crashes when limit is 0,Bug
chenghao,2014/09/26 19:06:17,2014/09/04 01:53:18,chenghao,61979,Align the log4j configuration for Spark & SparkSQLCLI,Improvement
chenghao,2014/09/05 02:17:38,2014/09/04 01:41:03,chenghao,2195,"Set command always get <undefined> for key ""mapred.reduce.tasks""",Bug
rxin,2014/12/03 09:32:39,2014/09/04 01:14:51,rxin,29868,Support attaching more than 1 EBS volumes,Improvement
yhuai,2014/09/11 22:25:08,2014/09/04 00:48:10,vidaha,77818,sqlContext.jsonRDD fails on a complex structure of JSON array and JSON object nesting,Bug
laserson,2014/09/28 04:56:05,2014/09/03 23:02:34,laserson,21211,Add converter class to make reading Parquet files easy with PySpark,Improvement
vanzin,2014/09/03 22:11:19,2014/09/03 20:55:00,vanzin,4579,"Expose cluster applicationId, use it to serve history information",Improvement
,2015/02/28 19:09:29,2014/09/03 20:48:07,christianchua,80482,Misleading stage description on the driver UI,Bug
,2015/01/23 18:54:48,2014/09/03 19:05:19,rnowling,85769,Potential thread unsafe Breeze vector addition in KMeans,Bug
MechCoder,2015/02/17 19:20:57,2014/09/03 18:34:09,josephkb,2808,DecisionTree: eliminate bins for unordered features,Improvement
,2014/09/04 22:07:24,2014/09/03 16:50:50,sarutak,18994,"Replace the word ""SparkSQL"" with right word ""Spark SQL""",Bug
,2014/12/11 21:06:23,2014/09/03 15:30:15,sarutak,20168,Metrics can be accidentally aggregated against our intention,Bug
tgraves,2014/09/05 14:56:41,2014/09/03 15:13:02,tgraves,85419,spark on yarn container allocation issues,Bug
sarutak,2014/09/04 03:48:12,2014/09/03 09:45:57,sarutak,64935,MLlib doesn't pass maven build / checkstyle due to multi-byte character contained in Gradient.scala,Bug
ravi.pesala,2014/10/13 19:11:15,2014/09/03 09:24:53,pllee,35182,Spark SQL: Renaming a function expression with group by gives error,Bug
,2014/10/07 00:46:14,2014/09/03 09:24:46,edmondsxx,55288,The simple test error,Question
rxin,2014/10/22 22:13:47,2014/09/03 07:00:20,rxin,54807,Remove spark.shuffle.spill.compress (replace it with existing spark.shuffle.compress),Improvement
chouqin,2014/10/13 05:31:48,2014/09/03 06:23:27,mengxr,83301,Compute best splits distributively in decision tree,Improvement
lian cheng,2015/02/13 06:19:33,2014/09/03 06:12:00,marmbrus,453,Failure to save Lists to Parquet,Bug
,2014/09/10 07:12:31,2014/09/03 05:01:58,kallsu,7833,Zip equal-length but unequally-partition,Bug
adrian-wang,2014/09/10 17:49:22,2014/09/03 04:26:18,adrian-wang,48184,[SQL] Type Coercion should support every type to have null value,Bug
adrian-wang,2014/09/10 17:47:14,2014/09/03 03:15:00,adrian-wang,52334,[SQL] bug in CaseWhen resolve,Bug
nchammas,2014/09/06 06:09:10,2014/09/03 03:14:46,nchammas,10464,Expand PEP 8 checks to include EC2 script and Python examples,Sub-task
,2014/12/13 07:33:17,2014/09/03 00:37:27,joshrosen,24950,PySpark worker fork()ing performance regression in m3.* / PVM instances,Bug
srowen,2015/03/02 08:51:20,2014/09/03 00:16:24,mengxr,30896,Internal log messages should be set at DEBUG level instead of INFO,Improvement
srowen,2015/01/15 09:08:40,2014/09/02 23:01:33,matei,36427,Document when RDD elements' ordering within partitions is nondeterministic,Documentation
boyork,2015/03/04 11:03:10,2014/09/02 22:03:03,pwendell,46807,Allow running maven tests in run-tests,Improvement
,2014/09/02 22:17:57,2014/09/02 21:17:41,nchammas,3616,Add LENGTH and DATALENGTH functions to Spark SQL,Improvement
rxin,2014/09/07 02:07:11,2014/09/02 21:11:23,rxin,17748,Stage id monotonicity (parent stage should have lower stage id),Improvement
,2014/12/12 00:28:43,2014/09/02 20:01:59,hshreedharan,16004,Rename Flume Polling stream to Pull Based stream,Bug
,2015/03/17 17:35:25,2014/09/02 19:18:18,tgraves,80227,Yarn YarnRMClientImpl.shutdown can be called before register - NPE,Bug
ekhliang,2014/09/09 02:29:45,2014/09/02 18:21:35,ekhliang,29290,Incorrect partitioning after LIMIT operator,Bug
vanzin,2014/09/02 18:34:16,2014/09/02 15:26:00,tgraves,11296,Spark on yarn alpha doesn't compile due to SPARK-2889,Bug
,2015/02/04 10:34:52,2014/09/02 13:16:43,gavinzhang,76689,Error happened in using memcached,Bug
viirya,2014/09/10 07:16:41,2014/09/02 10:30:32,viirya,74769,Do correct parameters for ShuffleFileGroup,Bug
,2014/09/03 06:06:32,2014/09/02 08:34:12,WangTaoTheTonic,77540,Reformat code: add blank lines,Test
,2014/10/28 21:36:19,2014/09/02 08:08:24,centerqi@gmail.com,48475,Support for CREATE TABLE AS SELECT that specifies the format,New Feature
darabos,2014/09/02 05:20:12,2014/09/02 05:12:18,matei,474,m3 instances don't get local SSDs,Bug
ueshin,2014/09/03 03:41:45,2014/09/02 03:55:03,ueshin,85602,The dataType of Sqrt expression should be DoubleType.,Bug
azagrebin,2015/02/17 18:25:59,2014/09/02 00:06:34,andrewor14,65965,Deprecate ADD_JARS and ADD_FILES,Improvement
yhuai,2014/10/09 21:57:46,2014/09/01 22:51:43,marmbrus,83163,Support for skipping json lines that fail to parse,Bug
andrewor14,2014/10/30 22:29:40,2014/09/01 22:50:33,andrewor14,85147,Respect user setting of spark.submit.pyFiles,Bug
prashant_,2014/11/18 06:39:25,2014/09/01 12:22:16,prashant_,65829,Paranoid quoting in shell to allow install dirs with spaces within.,Improvement
davies,2014/10/08 22:09:18,2014/09/01 08:29:03,kayfeng,49215,"[Spark SQL] In pyspark, cannot group by field on UDF",Bug
davies,2014/09/04 02:10:42,2014/09/01 08:21:08,kayfeng,64174,"[Spark SQL] In pyspark, cannot use broadcast variables in UDF ",Bug
,2014/09/18 05:46:01,2014/08/31 21:04:43,nchammas,31278,Large number of partitions causes OOM,Bug
joshrosen,2015/03/10 03:15:18,2014/08/31 20:52:56,douglaz,22942,Tagging is not atomic with launching instances on EC2,Bug
,2014/09/02 17:30:45,2014/08/31 17:16:02,srowen,883,PEP8 tests fail because they check unzipped py4j code,Bug
,2014/09/02 22:05:27,2014/08/31 17:14:37,srowen,17450,Successive test runs with different profiles fail SparkSubmitSuite,Bug
willbenton,2014/09/09 02:30:37,2014/08/31 17:08:01,willbenton,33756,HiveQuerySuite SET tests depend on map orderings,Bug
prudhvije,2014/09/03 00:38:05,2014/08/31 10:21:44,elijah.epifanov@gmail.com,51381,./make-distribution.sh --with-tachyon build is broken,Bug
,2014/09/03 18:33:44,2014/08/30 18:58:07,viirya,84937,Make broadcasted value mutable for caching useful information,New Feature
,2014/09/10 07:17:44,2014/08/30 10:24:56,gavinzhang,75168,can't access a static variable after init in mapper,Bug
,2015/01/22 10:49:34,2014/08/30 09:30:05,waterman,4769,Add a parameter to the method print in class DStream.,Improvement
pwendell,2014/09/28 02:03:02,2014/08/30 07:11:30,tianyi,67892,YARN module has nonstandard structure which cause compile error In IntelliJ,Bug
,2014/10/31 23:10:09,2014/08/30 05:43:16,scwf,62813,ConnectionManager logs an error when the application ends,Bug
,2014/09/19 03:05:06,2014/08/30 03:33:22,guoxu1231,84704,Defining a class within python main script,Bug
lian cheng,2014/08/31 22:57:07,2014/08/30 00:20:51,lian cheng,81376,Batched in-memory column buffer building doesn't work for SchemaRDDs with empty partitions,Bug
andrewor14,2014/10/30 22:29:28,2014/08/30 00:07:54,andrewor14,80494,"Resolve spark.jars, spark.files, and spark.submit.pyFiles etc.",Bug
holdenkarau,2014/08/30 23:59:37,2014/08/29 22:20:10,holdenk,5967,The documentation for addFiles is wrong,Documentation
,2014/08/31 22:08:40,2014/08/29 21:19:36,dbtsai,2944,The loss of regularization in Updater should use the oldWeights,Bug
,2015/02/17 00:30:55,2014/08/29 20:33:42,davies,14233,Spark driver will not exit after python program finished,Bug
mengxr,2014/11/12 18:46:41,2014/08/29 20:03:36,mengxr,81785,Support hyperparameter tuning,New Feature
pwendell,2014/10/06 20:41:10,2014/08/29 19:08:48,holdenk,5542,Script creation of AMIs,Improvement
,2014/08/29 22:18:30,2014/08/29 19:01:48,holdenk,11802,SparkFiles.get doesn't work in local mode,Bug
,2014/09/05 01:46:55,2014/08/29 18:26:16,viirya,26439,Directly use currentTable without unnecessary implicit conversion,Improvement
davies,2014/09/03 18:50:04,2014/08/29 17:51:12,davies,3532,Put all public API in __all__,Improvement
yhuai,2014/09/16 18:40:52,2014/08/29 17:49:35,marmbrus,3077,Ability to read JSON Arrays as tables,Bug
davies,2014/08/29 18:48:14,2014/08/29 17:41:58,davies,3976,Fix doc string of SparkContext.broadcast(),Bug
sarutak,2014/08/30 06:05:53,2014/08/29 15:32:57,sarutak,52376,Remove unused import from UI classes.,Improvement
sarutak,2014/09/23 16:42:09,2014/08/29 15:13:35,sarutak,5314,ApplicationMaster's Finish status is wrong when uncaught exception is thrown from ReporterThread,Bug
scwf,2014/09/04 01:40:07,2014/08/29 15:04:01,scwf,38166,SparkContextSchedulerCreationSuite test failed when mesos native lib is set,Bug
gq,2014/09/04 01:43:33,2014/08/29 09:42:03,gq,57690,The wrong version information in SparkContext,Bug
gq,2014/09/06 22:09:19,2014/08/29 09:33:02,gq,45377,The spark version in the welcome message of pyspark is not correct,Bug
,2014/09/03 03:52:42,2014/08/29 09:12:15,viirya,67227,No need to call clear() in ensureFreeSpace and shorten build() in ColumnBuilder,Improvement
bbejeck,2015/02/13 02:09:08,2014/08/29 08:03:38,velvia,65130,[SQL] Public API in SQLContext to list tables,Sub-task
falaki,2014/10/07 18:48:03,2014/08/29 07:32:20,velvia,40543,[Spark SQL][UI] SchemaRDD toString with many columns messes up Storage tab display,Bug
scwf,2014/08/30 00:38:05,2014/08/29 07:12:29,scwf,62736,spark-example should be run-example in head notation of DenseKMeans and SparseNaiveBayes,Bug
,2014/12/19 21:28:19,2014/08/29 06:09:45,velvia,55114,[Spark SQL] schemaRdd1 ++ schemaRdd2  does not return another SchemaRdd,Bug
lian cheng,2014/09/13 22:09:32,2014/08/29 04:27:34,lian cheng,63718,Avoid boxing/unboxing when handling in-memory columnar storage,Improvement
gq,2014/11/28 12:11:10,2014/08/29 03:36:26,scwf,30884,"yarn's web show ""SUCCEEDED"" when the driver throw a exception in yarn-client",Bug
,2014/10/02 00:01:59,2014/08/29 03:26:24,guowei2,74135,Shuffle Tasks run incessantly even though there's no inputs,Improvement
,2014/08/29 22:38:33,2014/08/29 02:37:47,chouqin,72046,"TestcaseName in createQueryTest should not contain "":""",Bug
srowen,2015/02/14 04:15:55,2014/08/29 00:31:14,Darlwen,13481,No unpersist callls in SVDPlusPlus,Bug
ilganeli,2015/01/19 09:33:10,2014/08/28 20:38:45,pwendell,46465,All fields in TaskMetrics should be private and use getters/setters,Improvement
,2015/03/08 14:15:16,2014/08/28 20:10:19,benoyantony,65097,"When ResourceManager High Availability is enabled, ApplicationMaster webUI is not displayed.",Bug
,2014/09/10 17:02:02,2014/08/28 20:01:20,benoyantony,75642,Cannot view ApplicationMaster UI when Yarn’s url scheme is https,Bug
,2014/08/28 21:09:05,2014/08/28 12:31:08,waterman,31077,Using values.sum is easier to understand than using values.foldLeft(0)(_ + _),Test
,2014/09/10 06:37:07,2014/08/28 09:07:47,shenhong,77360,It should support multiple receivers at one socketInputDStream ,Improvement
rxin,2014/09/09 07:31:08,2014/08/28 08:38:15,rxin,82373,Remove Netty specific code in BlockManager,Sub-task
rxin,2014/09/11 16:10:33,2014/08/28 07:54:02,rxin,29791,Made sort-based shuffle the default implementation,Improvement
,2014/08/29 05:53:20,2014/08/28 07:42:43,sarutak,79837,Remove useless field variable in ApplicationMaster,Bug
zapletal-martin,2015/03/24 03:32:07,2014/08/28 07:38:33,mengxr,71614,Isotonic regression,New Feature
andrewor14,2014/11/05 10:45:23,2014/08/28 06:27:12,carlmartin,15491,LZ4 compression cause the the ExternalSort exception,Bug
,2015/03/06 05:44:53,2014/08/28 04:35:51,jhu,4142,Socket receiver can not recover when the socket server restarted ,Bug
,2014/10/26 19:06:23,2014/08/28 04:19:16,jhu,53227,Spark Streaming Java API reports java.lang.ClassCastException when calling collectAsMap on JavaPairDStream,Bug
gq,2014/09/06 22:08:59,2014/08/28 03:59:00,gq,65399,We should read the version information from the same place.,Bug
chouqin,2014/09/10 22:38:12,2014/08/28 02:49:18,chouqin,71334,Calculate prediction for nodes separately from calculating information gain for splits in decision tree,Improvement
scwf,2014/08/28 03:11:14,2014/08/28 02:43:12,matei,1682,Delete unused methods in Utils,Improvement
lian cheng,2014/08/29 22:36:48,2014/08/28 00:26:42,lian cheng,79806,SparkSQLOperationManager.getNextRowSet OOMs when a large maxRows is set,Bug
gvramana,2014/09/23 19:23:01,2014/08/27 23:23:17,chrisgrier,71984,DoubleType should support modulus ,Bug
srowen,2015/03/25 22:29:04,2014/08/27 22:13:34,ameyc,930,JavaDoubleRDD doesn't contain max(),Bug
robodwyer,2014/08/28 02:49:05,2014/08/27 22:04:38,robodwyer,17067,Allow using custom ipython executable with pyspark,Improvement
andrewor14,2014/08/28 18:06:45,2014/08/27 20:44:15,andrewor14,76950,Allow users to set executor Spark home in Mesos,Bug
,2014/09/08 01:11:14,2014/08/27 20:25:06,rnowling,17168,PR #720 broke GraphGenerator.logNormal,Bug
marmbrus,2014/12/11 06:12:57,2014/08/27 19:30:44,mengxr,38533,CREATE VIEW is not supported but the error message is not clear,Bug
tgraves,2014/09/05 14:55:38,2014/08/27 18:52:12,tgraves,72206,Yarn - pass acls along with executor launch,Bug
douglaz,2014/08/27 19:43:47,2014/08/27 18:33:43,douglaz,4204,User data should be given to the master,Bug
senkwich,2014/08/27 20:02:33,2014/08/27 17:49:22,matei,7991,Enable :cp to add JARs in spark-shell (Scala 2.10),New Feature
freeman-lab,2014/11/01 05:30:52,2014/08/27 17:42:34,mengxr,42498,Streaming K-Means,New Feature
